pantone_name,fixed_id,corel_palette_version,process,cmyk_c_percent,cmyk_m_percent,cmyk_y_percent,cmyk_k_percent,cmyk_corel_raw,lab_corel_raw,srgb_r_0_255,srgb_g_0_255,srgb_b_0_255,hex_from_corel_srgb,srgb_corel_raw,adobe_rgb_corel_raw,source_xml,source_file_timestamp
PANTONE 4202 CP,4202,2200,true,71.0,41.0,57.0,50.0,"0.71,0.41,0.57,0.5","0.3434,0.464196078431373,0.518078431372549",65,86,73,#415649,"0.254901960784314,0.337254901960784,0.286274509803922","0.286274509803922,0.341176470588235,0.294117647058824",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4203 CP,4203,2200,true,76.0,38.0,61.0,60.0,"0.76,0.38,0.61,0.6","0.2956,0.455647058823529,0.519137254901961",50,76,62,#324C3E,"0.196078431372549,0.298039215686275,0.243137254901961","0.23921568627451,0.301960784313725,0.250980392156863",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4204 CP,4204,2200,true,23.0,3.0,35.0,0.0,"0.23,0.03,0.35,0.0","0.8099,0.460235294117647,0.584078431372549",192,207,160,#C0CFA0,"0.752941176470588,0.811764705882353,0.627450980392157","0.764705882352941,0.807843137254902,0.631372549019608",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4205 CP,4205,2200,true,34.0,5.0,51.0,2.0,"0.34,0.05,0.51,0.02","0.737,0.442470588235294,0.596156862745098",165,190,135,#A5BE87,"0.647058823529412,0.745098039215686,0.529411764705882","0.670588235294118,0.737254901960784,0.533333333333333",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4206 CP,4206,2200,true,44.0,11.0,50.0,6.0,"0.44,0.11,0.5,0.06","0.6695,0.440549019607843,0.57156862745098",142,172,129,#8EAC81,"0.556862745098039,0.674509803921569,0.505882352941176","0.588235294117647,0.666666666666667,0.509803921568627",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4207 CP,4207,2200,true,49.0,13.0,53.0,10.0,"0.49,0.13,0.53,0.1","0.6123,0.437294117647059,0.562980392156863",124,157,118,#7C9D76,"0.486274509803922,0.615686274509804,0.462745098039216","0.525490196078431,0.607843137254902,0.466666666666667",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4208 CP,4208,2200,true,71.0,18.0,63.0,34.0,"0.71,0.18,0.63,0.34","0.4322,0.415058823529412,0.538509803921569",63,113,85,#3F7155,"0.247058823529412,0.443137254901961,0.333333333333333","0.32156862745098,0.443137254901961,0.341176470588235",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4209 CP,4209,2200,true,73.0,33.0,59.0,49.0,"0.73,0.33,0.59,0.49","0.342,0.451803921568627,0.517450980392157",58,87,73,#3A5749,"0.227450980392157,0.341176470588235,0.286274509803922","0.274509803921569,0.345098039215686,0.294117647058824",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4210 CP,4210,2200,true,75.0,33.0,62.0,56.0,"0.75,0.33,0.62,0.56","0.3074,0.454901960784314,0.520196078431373",52,79,64,#344F40,"0.203921568627451,0.309803921568627,0.250980392156863","0.247058823529412,0.313725490196078,0.262745098039216",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4211 CP,4211,2200,true,18.0,0.0,47.0,0.0,"0.18,0.0,0.47,0.0","0.8508,0.45756862745098,0.646823529411765",209,218,140,#D1DA8C,"0.819607843137255,0.854901960784314,0.549019607843137","0.827450980392157,0.850980392156863,0.56078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4212 CP,4212,2200,true,48.0,2.0,88.0,9.0,"0.48,0.02,0.88,0.09","0.6669,0.401803921568627,0.692274509803922",136,175,66,#88AF42,"0.533333333333333,0.686274509803922,0.258823529411765","0.576470588235294,0.682352941176471,0.298039215686275",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4213 CP,4213,2200,true,50.0,4.0,92.0,27.0,"0.5,0.04,0.92,0.27","0.5711,0.410313725490196,0.671882352941176",113,148,53,#719435,"0.443137254901961,0.580392156862745,0.207843137254902","0.486274509803922,0.576470588235294,0.247058823529412",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4214 CP,4214,2200,true,58.0,21.0,65.0,31.0,"0.58,0.21,0.65,0.31","0.4772,0.446470588235294,0.564627450980392",95,121,84,#5F7954,"0.372549019607843,0.474509803921569,0.329411764705882","0.403921568627451,0.470588235294118,0.341176470588235",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4215 CP,4215,2200,true,55.0,18.0,77.0,41.0,"0.55,0.18,0.77,0.41","0.4463,0.443372549019608,0.595137254901961",90,113,63,#5A713F,"0.352941176470588,0.443137254901961,0.247058823529412","0.380392156862745,0.443137254901961,0.266666666666667",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4216 CP,4216,2200,true,55.0,6.0,98.0,64.0,"0.55,0.06,0.98,0.64","0.3704,0.435294117647059,0.609803921568628",69,95,39,#455F27,"0.270588235294118,0.372549019607843,0.152941176470588","0.309803921568627,0.372549019607843,0.184313725490196",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4217 CP,4217,2200,true,46.0,10.0,96.0,61.0,"0.46,0.1,0.96,0.61","0.3944,0.447921568627451,0.626",82,99,37,#526325,"0.32156862745098,0.388235294117647,0.145098039215686","0.345098039215686,0.388235294117647,0.176470588235294",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4218 CP,4218,2200,true,29.0,17.0,33.0,2.0,"0.29,0.17,0.33,0.02","0.7219,0.48643137254902,0.554509803921569",176,179,151,#B0B397,"0.690196078431373,0.701960784313725,0.592156862745098","0.686274509803922,0.698039215686274,0.592156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4219 CP,4219,2200,true,33.0,21.0,34.0,4.0,"0.33,0.21,0.34,0.04","0.6869,0.488745098039216,0.546549019607843",166,170,146,#A6AA92,"0.650980392156863,0.666666666666667,0.572549019607843","0.650980392156863,0.658823529411765,0.572549019607843",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4220 CP,4220,2200,true,40.0,30.0,45.0,15.0,"0.4,0.3,0.45,0.15","0.5749,0.492,0.556039215686274",139,140,113,#8B8C71,"0.545098039215686,0.549019607843137,0.443137254901961","0.541176470588235,0.545098039215686,0.447058823529412",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4221 CP,4221,2200,true,43.0,30.0,55.0,24.0,"0.43,0.3,0.55,0.24","0.5273,0.487529411764706,0.572117647058824",127,128,94,#7F805E,"0.498039215686275,0.501960784313725,0.368627450980392","0.494117647058824,0.498039215686275,0.376470588235294",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4222 CP,4222,2200,true,47.0,36.0,50.0,25.0,"0.47,0.36,0.5,0.25","0.5005,0.492627450980392,0.554666666666667",120,121,95,#78795F,"0.470588235294118,0.474509803921569,0.372549019607843","0.466666666666667,0.470588235294118,0.380392156862745",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4223 CP,4223,2200,true,50.0,35.0,60.0,35.0,"0.5,0.35,0.6,0.35","0.4536,0.479882352941176,0.568274509803922",104,111,78,#686F4E,"0.407843137254902,0.435294117647059,0.305882352941176","0.415686274509804,0.431372549019608,0.313725490196078",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4224 CP,4224,2200,true,64.0,42.0,69.0,60.0,"0.64,0.42,0.69,0.6","0.3179,0.474980392156863,0.551490196078431",68,78,54,#444E36,"0.266666666666667,0.305882352941176,0.211764705882353","0.286274509803922,0.313725490196078,0.227450980392157",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4225 CP,4225,2200,true,37.0,36.0,43.0,16.0,"0.37,0.36,0.43,0.16","0.5604,0.51556862745098,0.554",145,132,111,#91846F,"0.568627450980392,0.517647058823529,0.435294117647059","0.549019607843137,0.513725490196078,0.435294117647059",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4226 CP,4226,2200,true,37.0,32.0,53.0,21.0,"0.37,0.32,0.53,0.21","0.5545,0.502627450980392,0.572039215686275",140,133,101,#8C8565,"0.549019607843137,0.52156862745098,0.396078431372549","0.537254901960784,0.517647058823529,0.4",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4227 CP,4227,2200,true,45.0,39.0,59.0,34.0,"0.45,0.39,0.59,0.34","0.4633,0.5,0.566705882352941",115,110,81,#736E51,"0.450980392156863,0.431372549019608,0.317647058823529","0.443137254901961,0.431372549019608,0.325490196078431",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4228 CP,4228,2200,true,47.0,42.0,69.0,49.0,"0.47,0.42,0.69,0.49","0.4014,0.500745098039216,0.571254901960784",100,95,65,#645F41,"0.392156862745098,0.372549019607843,0.254901960784314","0.388235294117647,0.372549019607843,0.266666666666667",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4229 CP,4229,2200,true,51.0,43.0,60.0,40.0,"0.51,0.43,0.6,0.4","0.4191,0.503098039215686,0.556549019607843",104,99,75,#68634B,"0.407843137254902,0.388235294117647,0.294117647058824","0.4,0.388235294117647,0.305882352941176",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4230 CP,4230,2200,true,54.0,52.0,55.0,41.0,"0.54,0.52,0.55,0.41","0.3942,0.510156862745098,0.538666666666667",99,92,77,#635C4D,"0.388235294117647,0.36078431372549,0.301960784313725","0.380392156862745,0.36078431372549,0.309803921568627",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4231 CP,4231,2200,true,49.0,48.0,55.0,36.0,"0.49,0.48,0.55,0.36","0.4261,0.515137254901961,0.546549019607843",109,99,81,#6D6351,"0.427450980392157,0.388235294117647,0.317647058823529","0.415686274509804,0.388235294117647,0.325490196078431",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4232 CP,4232,2200,true,15.0,1.0,95.0,2.0,"0.15,0.01,0.95,0.02","0.8264,0.454313725490196,0.793176470588235",212,211,42,#D4D32A,"0.831372549019608,0.827450980392157,0.164705882352941","0.823529411764706,0.823529411764706,0.254901960784314",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4233 CP,4233,2200,true,14.0,0.0,100.0,11.0,"0.14,0.0,1.0,0.11","0.7594,0.454352941176471,0.809176470588235",193,193,0,#C1C100,"0.756862745098039,0.756862745098039,0.0","0.749019607843137,0.749019607843137,0.137254901960784",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4234 CP,4234,2200,true,24.0,6.0,71.0,4.0,"0.24,0.06,0.71,0.04","0.7615,0.456392156862745,0.686078431372549",187,194,96,#BBC260,"0.733333333333333,0.76078431372549,0.376470588235294","0.733333333333333,0.752941176470588,0.4",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4235 CP,4235,2200,true,26.0,16.0,51.0,6.0,"0.26,0.16,0.51,0.06","0.6989,0.482627450980392,0.598705882352941",173,173,125,#ADAD7D,"0.67843137254902,0.67843137254902,0.490196078431373","0.674509803921569,0.674509803921569,0.494117647058824",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4236 CP,4236,2200,true,21.0,9.0,63.0,4.0,"0.21,0.09,0.63,0.04","0.7479,0.476313725490196,0.654313725490196",189,187,110,#BDBB6E,"0.741176470588235,0.733333333333333,0.431372549019608","0.733333333333333,0.729411764705882,0.447058823529412",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4237 CP,4237,2200,true,24.0,19.0,63.0,12.0,"0.24,0.19,0.63,0.12","0.659,0.494274509803922,0.626470588235294",170,161,101,#AAA165,"0.666666666666667,0.631372549019608,0.396078431372549","0.650980392156863,0.623529411764706,0.407843137254902",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4238 CP,4238,2200,true,32.0,23.0,67.0,23.0,"0.32,0.23,0.67,0.23","0.5765,0.485803921568627,0.614549019607843",143,141,86,#8F8D56,"0.56078431372549,0.552941176470588,0.337254901960784","0.552941176470588,0.545098039215686,0.352941176470588",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4239 CP,4239,2200,true,18.0,16.0,21.0,0.0,"0.18,0.16,0.21,0.0","0.7843,0.506823529411765,0.553333333333333",202,193,169,#CAC1A9,"0.792156862745098,0.756862745098039,0.662745098039216","0.776470588235294,0.752941176470588,0.662745098039216",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4240 CP,4240,2200,true,17.0,18.0,28.0,1.0,"0.17,0.18,0.28,0.01","0.7678,0.511411764705882,0.572",202,188,156,#CABC9C,"0.792156862745098,0.737254901960784,0.611764705882353","0.768627450980392,0.729411764705882,0.611764705882353",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4241 CP,4241,2200,true,21.0,23.0,41.0,5.0,"0.21,0.23,0.41,0.05","0.7039,0.513490196078431,0.585372549019608",186,170,133,#BAAA85,"0.729411764705882,0.666666666666667,0.52156862745098","0.705882352941177,0.662745098039216,0.52156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4242 CP,4242,2200,true,28.0,36.0,63.0,29.0,"0.28,0.36,0.63,0.29","0.5084,0.521607843137255,0.597254901960784",137,118,79,#89764F,"0.537254901960784,0.462745098039216,0.309803921568627","0.513725490196078,0.458823529411765,0.32156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4243 CP,4243,2200,true,29.0,43.0,62.0,32.0,"0.29,0.43,0.62,0.32","0.4651,0.537647058823529,0.586",131,105,74,#83694A,"0.513725490196078,0.411764705882353,0.290196078431373","0.482352941176471,0.411764705882353,0.301960784313725",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4244 CP,4244,2200,true,32.0,44.0,59.0,32.0,"0.32,0.44,0.59,0.32","0.4605,0.534862745098039,0.57921568627451",128,104,76,#80684C,"0.501960784313725,0.407843137254902,0.298039215686275","0.474509803921569,0.407843137254902,0.305882352941176",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4245 CP,4245,2200,true,47.0,50.0,64.0,48.0,"0.47,0.5,0.64,0.48","0.3591,0.522588235294118,0.566705882352941",97,82,58,#61523A,"0.380392156862745,0.32156862745098,0.227450980392157","0.364705882352941,0.325490196078431,0.23921568627451",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4246 CP,4246,2200,true,15.0,16.0,27.0,0.0,"0.15,0.16,0.27,0.0","0.7891,0.510352941176471,0.575176470588235",207,194,160,#CFC2A0,"0.811764705882353,0.76078431372549,0.627450980392157","0.792156862745098,0.752941176470588,0.627450980392157",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4247 CP,4247,2200,true,13.0,18.0,26.0,0.0,"0.13,0.18,0.26,0.0","0.7885,0.518588235294118,0.577137254901961",211,192,159,#D3C09F,"0.827450980392157,0.752941176470588,0.623529411764706","0.803921568627451,0.749019607843137,0.623529411764706",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4248 CP,4248,2200,true,12.0,18.0,29.0,0.0,"0.12,0.18,0.29,0.0","0.7931,0.52121568627451,0.586549019607843",214,193,156,#D6C19C,"0.83921568627451,0.756862745098039,0.611764705882353","0.811764705882353,0.752941176470588,0.611764705882353",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4249 CP,4249,2200,true,17.0,25.0,40.0,4.0,"0.17,0.25,0.4,0.04","0.7215,0.527176470588235,0.59643137254902",197,173,132,#C5AD84,"0.772549019607843,0.67843137254902,0.517647058823529","0.741176470588235,0.670588235294118,0.52156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4250 CP,4250,2200,true,20.0,26.0,41.0,5.0,"0.2,0.26,0.41,0.05","0.697,0.520901960784314,0.59156862745098",188,167,128,#BCA780,"0.737254901960784,0.654901960784314,0.501960784313725","0.709803921568627,0.650980392156863,0.505882352941176",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4251 CP,4251,2200,true,19.0,27.0,48.0,7.0,"0.19,0.27,0.48,0.07","0.674,0.524039215686275,0.610666666666667",184,160,113,#B8A071,"0.72156862745098,0.627450980392157,0.443137254901961","0.690196078431373,0.623529411764706,0.450980392156863",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4252 CP,4252,2200,true,21.0,28.0,42.0,7.0,"0.21,0.28,0.42,0.07","0.676,0.524862745098039,0.59478431372549",184,161,121,#B8A179,"0.72156862745098,0.631372549019608,0.474509803921569","0.690196078431373,0.623529411764706,0.47843137254902",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4253 CP,4253,2200,true,20.0,28.0,37.0,5.0,"0.2,0.28,0.37,0.05","0.679,0.524823529411765,0.572470588235294",182,162,133,#B6A285,"0.713725490196078,0.635294117647059,0.52156862745098","0.686274509803922,0.627450980392157,0.52156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4254 CP,4254,2200,true,14.0,33.0,50.0,9.0,"0.14,0.33,0.5,0.09","0.6492,0.545137254901961,0.609725490196078",185,150,108,#B9966C,"0.725490196078431,0.588235294117647,0.423529411764706","0.686274509803922,0.584313725490196,0.431372549019608",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4255 CP,4255,2200,true,23.0,32.0,47.0,11.0,"0.23,0.32,0.47,0.11","0.6197,0.525490196078431,0.587098039215686",168,146,111,#A8926F,"0.658823529411765,0.572549019607843,0.435294117647059","0.627450980392157,0.568627450980392,0.43921568627451",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4256 CP,4256,2200,true,23.0,34.0,48.0,12.0,"0.23,0.34,0.48,0.12","0.6037,0.533019607843137,0.588352941176471",166,141,106,#A68D6A,"0.650980392156863,0.552941176470588,0.415686274509804","0.619607843137255,0.545098039215686,0.423529411764706",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4257 CP,4257,2200,true,31.0,42.0,43.0,17.0,"0.31,0.42,0.43,0.17","0.5357,0.534352941176471,0.553411764705882",145,123,105,#917B69,"0.568627450980392,0.482352941176471,0.411764705882353","0.541176470588235,0.47843137254902,0.415686274509804",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4258 CP,4258,2200,true,44.0,53.0,48.0,32.0,"0.44,0.53,0.48,0.32","0.4203,0.527176470588235,0.535176470588235",111,96,85,#6F6055,"0.435294117647059,0.376470588235294,0.333333333333333","0.419607843137255,0.376470588235294,0.337254901960784",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4259 CP,4259,2200,true,54.0,67.0,72.0,83.0,"0.54,0.67,0.72,0.83","0.2093,0.511254901960784,0.534980392156863",56,49,38,#383126,"0.219607843137255,0.192156862745098,0.149019607843137","0.223529411764706,0.207843137254902,0.168627450980392",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4260 CP,4260,2200,true,11.0,31.0,34.0,3.0,"0.11,0.31,0.34,0.03","0.708,0.556235294117647,0.579450980392157",204,164,137,#CCA489,"0.8,0.643137254901961,0.537254901960784","0.752941176470588,0.63921568627451,0.537254901960784",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4261 CP,4261,2200,true,14.0,49.0,67.0,27.0,"0.14,0.49,0.67,0.27","0.5402,0.568941176470588,0.616588235294118",164,118,79,#A4764F,"0.643137254901961,0.462745098039216,0.309803921568627","0.592156862745098,0.458823529411765,0.32156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4262 CP,4262,2200,true,13.0,50.0,62.0,22.0,"0.13,0.5,0.62,0.22","0.5542,0.578823529411765,0.613372549019608",171,120,84,#AB7854,"0.670588235294118,0.470588235294118,0.329411764705882","0.615686274509804,0.466666666666667,0.337254901960784",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4263 CP,4263,2200,true,10.0,53.0,66.0,22.0,"0.1,0.53,0.66,0.22","0.5417,0.594980392156863,0.620823529411765",174,113,78,#AE714E,"0.682352941176471,0.443137254901961,0.305882352941176","0.619607843137255,0.443137254901961,0.317647058823529",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4264 CP,4264,2200,true,11.0,54.0,59.0,20.0,"0.11,0.54,0.59,0.2","0.547,0.595686274509804,0.616078431372549",175,115,81,#AF7351,"0.686274509803922,0.450980392156863,0.317647058823529","0.623529411764706,0.447058823529412,0.329411764705882",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4265 CP,4265,2200,true,14.0,57.0,63.0,28.0,"0.14,0.57,0.63,0.28","0.4957,0.593333333333333,0.611764705882353",160,102,71,#A06647,"0.627450980392157,0.4,0.27843137254902","0.568627450980392,0.4,0.290196078431373",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4266 CP,4266,2200,true,10.0,56.0,74.0,32.0,"0.1,0.56,0.74,0.32","0.4853,0.593529411764706,0.64243137254902",158,99,54,#9E6336,"0.619607843137255,0.388235294117647,0.211764705882353","0.56078431372549,0.388235294117647,0.235294117647059",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4267 CP,4267,2200,true,20.0,24.0,27.0,1.0,"0.2,0.24,0.27,0.01","0.7432,0.515607843137255,0.545137254901961",193,181,162,#C1B5A2,"0.756862745098039,0.709803921568627,0.635294117647059","0.737254901960784,0.701960784313725,0.631372549019608",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4268 CP,4268,2200,true,23.0,30.0,35.0,5.0,"0.23,0.3,0.35,0.05","0.6921,0.520705882352941,0.554666666666667",182,166,144,#B6A690,"0.713725490196078,0.650980392156863,0.564705882352941","0.690196078431373,0.647058823529412,0.564705882352941",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4269 CP,4269,2200,true,23.0,34.0,45.0,11.0,"0.23,0.34,0.45,0.11","0.6435,0.526156862745098,0.57043137254902",173,152,124,#AD987C,"0.67843137254902,0.596078431372549,0.486274509803922","0.650980392156863,0.592156862745098,0.490196078431373",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4270 CP,4270,2200,true,31.0,35.0,47.0,16.0,"0.31,0.35,0.47,0.16","0.5986,0.513725490196078,0.558823529411765",155,143,118,#9B8F76,"0.607843137254902,0.56078431372549,0.462745098039216","0.588235294117647,0.552941176470588,0.462745098039216",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4271 CP,4271,2200,true,34.0,40.0,45.0,18.0,"0.34,0.4,0.45,0.18","0.5641,0.51921568627451,0.546274509803922",146,133,115,#928573,"0.572549019607843,0.52156862745098,0.450980392156863","0.552941176470588,0.517647058823529,0.450980392156863",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4272 CP,4272,2200,true,37.0,48.0,49.0,27.0,"0.37,0.48,0.49,0.27","0.5092,0.523176470588235,0.543058823529412",133,118,103,#857667,"0.52156862745098,0.462745098039216,0.403921568627451","0.501960784313725,0.462745098039216,0.403921568627451",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4273 CP,4273,2200,true,58.0,61.0,54.0,49.0,"0.58,0.61,0.54,0.49","0.3772,0.50921568627451,0.520313725490196",92,88,81,#5C5851,"0.36078431372549,0.345098039215686,0.317647058823529","0.356862745098039,0.349019607843137,0.32156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
